,Alter bei Riss,Geburt,Liga,Name,Position,Rissdatum,Rissdatum dezimal,Saison,Verein,Verletzungszeit,Webseite
1027,23,1994-01-28,super-league,Marvin Pfründer,Rechter Verteidiger                            ,2017-02-01,2017.0849315068492,16,FC Vaduz,253,https://www.transfermarkt.ch/marvin-pfrunder/verletzungen/spieler/199593
1028,20,1987-07-09,serie-a,Matteo Rubin,Linker Verteidiger                            ,2007-11-01,2007.8246575342466,07,FC Turin,148,https://www.transfermarkt.ch/matteo-rubin/verletzungen/spieler/55001
1029,24,1989-01-12,bundesliga,Leonhard Kaufmann,Rechtsaußen                            ,2013-04-07,2013.2657534246575,12,SK Sturm Graz,269,https://www.transfermarkt.ch/leonhard-kaufmann/verletzungen/spieler/52272
1030,20,1998-10-28,proximus-league,Jorn Vancamp,Offensives Mittelfeld                            ,2018-12-01,2018.9068493150685,18,KFCO Beerschot Wilrijk,132,https://www.transfermarkt.ch/jorn-vancamp/verletzungen/spieler/289645
1031,19,1999-10-23,super-league,Nino Ziswiler,Torwart                            ,2019-04-29,2019.3260273972603,18,FC Thun,0,https://www.transfermarkt.ch/nino-ziswiler/verletzungen/spieler/421794
1032,26,1988-10-13,fortuna-liga,Vaclav Pilar,Linkes Mittelfeld                            ,2015-07-30,2015.5753424657535,15,FC Viktoria Pilsen,184,https://www.transfermarkt.ch/vaclav-pilar/verletzungen/spieler/63955
1033,23,1988-10-13,1-bundesliga,Vaclav Pilar,Linkes Mittelfeld                            ,2012-08-16,2012.6191780821919,12,VfL Wolfsburg,421,https://www.transfermarkt.ch/vaclav-pilar/verletzungen/spieler/63955
1034,21,1995-04-06,2-liga, Bruno Rafael Lovisaro,Rechtes Mittelfeld                            ,2017-03-11,2017.194520547945,16,Transfermarkt,295,https://www.transfermarkt.ch/bruno-rafael-lovisaro/verletzungen/spieler/456880
1035,28,1986-10-15,laliga2,Ruymán Hernández,Innenverteidiger                            ,2015-04-19,2015.2986301369863,14,UE Llagostera ,288,https://www.transfermarkt.ch/ruyman-hernandez/verletzungen/spieler/64696
1036,18,1998-09-22,serie-b,Nikola Pejovic,Innenverteidiger                            ,2017-09-21,2017.7150684931507,17,FC Empoli,305,https://www.transfermarkt.ch/nikola-pejovic/verletzungen/spieler/343954
1037,19,1999-05-05,challenge-league,Ilir Zenuni,Linksaußen                            ,2019-04-15,2019.2876712328766,18,FC Rapperswil-Jona,0,https://www.transfermarkt.ch/ilir-zenuni/verletzungen/spieler/410650
1038,28,1981-02-28,ligue-1,Nicolas Penneteau,Torwart                            ,2009-08-20,2009.6301369863013,09,FC Valenciennes,184,https://www.transfermarkt.ch/nicolas-penneteau/verletzungen/spieler/5578
1039,27,1986-02-12,super-lig, Diego Ângelo,Innenverteidiger                            ,2014-02-05,2014.0958904109589,13,Eskisehirspor,208,https://www.transfermarkt.ch/diego-angelo/verletzungen/spieler/59333
1040,19,1997-03-22,keuken-kampioen-divisie,Tim Brinkman,Defensives Mittelfeld                            ,2016-08-19,2016.627397260274,16,FC Utrecht II,286,https://www.transfermarkt.ch/tim-brinkman/verletzungen/spieler/345842
1041,23,1989-05-09,bundesliga,Dominik Doleschal,Rechtes Mittelfeld                            ,2012-09-22,2012.717808219178,12,SV Mattersburg,258,https://www.transfermarkt.ch/dominik-doleschal/verletzungen/spieler/56008
1042,22,1989-05-09,bundesliga,Dominik Doleschal,Rechtes Mittelfeld                            ,2011-09-03,2011.6657534246576,11,SV Mattersburg,272,https://www.transfermarkt.ch/dominik-doleschal/verletzungen/spieler/56008
1043,24,1988-03-29,bundesliga,Boris Prokopic,Offensives Mittelfeld                            ,2012-04-16,2012.2904109589042,11,SK Rapid Wien,164,https://www.transfermarkt.ch/boris-prokopic/verletzungen/spieler/48076
1044,21,1989-06-27,2-bundesliga,Robert Wilschrey,Rechtes Mittelfeld                            ,2010-12-07,2010.9232876712329,10,Alemannia Aachen II,174,https://www.transfermarkt.ch/robert-wilschrey/verletzungen/spieler/52890
1045,22,1996-02-22,regionalliga-west,Julian Feiser,Mittelstürmer                            ,2018-06-25,2018.4794520547946,17,Salzburger AK 1914,73 ,https://www.transfermarkt.ch/julian-feiser/verletzungen/spieler/197039
1046,18,1999-02-02,2-liga,Florian Kofler,Mittelfeld                            ,2017-10-19,2017.7917808219179,17,WSG Wattens,254,https://www.transfermarkt.ch/florian-kofler/verletzungen/spieler/394102
1047,32,1980-03-15,ligue-2,Grégory Thil,Mittelstürmer                            ,2012-09-13,2012.6931506849314,12,FCO Dijon,242,https://www.transfermarkt.ch/gregory-thil/verletzungen/spieler/57554
1048,25,1992-01-07,2-liga,Florian Maier,Innenverteidiger                            ,2017-11-04,2017.8328767123287,17,FC Blau Weiß Linz,238,https://www.transfermarkt.ch/florian-maier/verletzungen/spieler/82518
1049,30,1983-09-19,ligue-1, Jussiê,Offensives Mittelfeld                            ,2014-07-10,2014.5205479452054,14,FC Girondins Bordeaux,184,https://www.transfermarkt.ch/jussie/verletzungen/spieler/20410
1050,20,1997-12-09,laliga2,Gaspar Panadero,Linksaußen                            ,2018-04-10,2018.2739726027398,17,UD Almería,183,https://www.transfermarkt.ch/gaspar-panadero/verletzungen/spieler/251883
1051,24,1993-01-26,laliga2,Edu Campabadal,Rechter Verteidiger                            ,2017-12-23,2017.9671232876713,17,CD Lugo,257,https://www.transfermarkt.ch/edu-campabadal/verletzungen/spieler/126722
1052,20,1998-03-04,1-bundesliga,Florian Mayer,Innenverteidiger                            ,2019-02-05,2019.0958904109589,18,Borussia Mönchengladbach II,0,https://www.transfermarkt.ch/florian-mayer/verletzungen/spieler/331634
1053,28,1984-08-19,premier-league,Ryan Taylor,Rechter Verteidiger                            ,2012-08-30,2012.6575342465753,12,Newcastle United,533,https://www.transfermarkt.ch/ryan-taylor/verletzungen/spieler/33785
1054,32,1982-01-14,laliga,Víctor Valdés,Torwart                            ,2014-03-27,2014.2383561643835,13,FC Barcelona,248,https://www.transfermarkt.ch/victor-valdes/verletzungen/spieler/7589
1055,24,1989-03-16,premier-league,Theo Walcott,Rechtsaußen                            ,2014-01-06,2014.0164383561644,13,FC Arsenal,280,https://www.transfermarkt.ch/theo-walcott/verletzungen/spieler/33713
1056,22,1986-01-31,championship,George Elokobi,Innenverteidiger                            ,2008-08-23,2008.6383561643836,08,Wolverhampton Wanderers,311,https://www.transfermarkt.ch/george-elokobi/verletzungen/spieler/42048
1057,23,1986-03-05,scottish-premiership,Chris Smith,Torwart                            ,2009-03-20,2009.2191780821918,08,St. Mirren FC,245,https://www.transfermarkt.ch/chris-smith/verletzungen/spieler/21459
1058,18,1998-04-09,segunda-division-b-grupo-iv,José Amo,Innenverteidiger                            ,2016-04-21,2016.304109589041,15,Kai Havertz,194,https://www.transfermarkt.ch/jose-amo/verletzungen/spieler/311454
1059,20,1991-02-14,laliga2,Valentino Fiévet,Mittelstürmer                            ,2011-11-04,2011.8328767123287,11,SD Huesca ,179,https://www.transfermarkt.ch/valentino-fievet/verletzungen/spieler/116093
1060,25,1984-05-25,laliga,Iván Cuéllar,Torwart                            ,2009-11-13,2009.8575342465754,09,Sporting Gijón,167,https://www.transfermarkt.ch/ivan-cuellar/verletzungen/spieler/27493
1061,21,1987-04-25,1-bundesliga,Marcel Höttecke,Torwart                            ,2008-05-31,2008.4136986301369,07,Borussia Dortmund,214,https://www.transfermarkt.ch/marcel-hottecke/verletzungen/spieler/40462
1062,23,1991-02-12,bundesliga,Michael Schimpelsberger,Rechter Verteidiger                            ,2014-06-24,2014.4767123287672,14,SK Rapid Wien,190,https://www.transfermarkt.ch/michael-schimpelsberger/verletzungen/spieler/59185
1063,30,1988-02-28,liga-2, João Diogo,Rechter Verteidiger                            ,2018-04-24,2018.3123287671233,18,Gaz Metan Medias,205,https://www.transfermarkt.ch/joao-diogo/verletzungen/spieler/71420
1064,31,1986-05-07,2-bundesliga,Zlatko Janjic,Offensives Mittelfeld                            ,2017-06-26,2017.482191780822,17,MSV Duisburg,188,https://www.transfermarkt.ch/zlatko-janjic/verletzungen/spieler/27033
1065,22,1996-02-10,premier-liga,Emanuel Mammana,Innenverteidiger                            ,2018-03-12,2018.1972602739727,18,Zenit St. Petersburg,162,https://www.transfermarkt.ch/emanuel-mammana/verletzungen/spieler/275512
1066,31,1986-10-01,2-bundesliga,Nejmeddin Daghfous,Linkes Mittelfeld                            ,2018-08-07,2018.5945205479452,18,SV Sandhausen,215,https://www.transfermarkt.ch/nejmeddin-daghfous/verletzungen/spieler/34060
1067,28,1986-10-01,2-bundesliga,Nejmeddin Daghfous,Linkes Mittelfeld                            ,2015-01-20,2015.054794520548,14,VfR Aalen,229,https://www.transfermarkt.ch/nejmeddin-daghfous/verletzungen/spieler/34060
1068,33,1979-04-22,premier-league,Zoltán Gera,Zentrales Mittelfeld                            ,2013-01-05,2013.013698630137,12,West Bromwich Albion,274,https://www.transfermarkt.ch/zoltan-gera/verletzungen/spieler/18324
1069,26,1991-02-01,serie-a,Faouzi Ghoulam,Linker Verteidiger                            ,2017-11-02,2017.827397260274,17,SSC Neapel,98 ,https://www.transfermarkt.ch/faouzi-ghoulam/verletzungen/spieler/126656
1070,27,1980-04-27,ligue-1, Anderson,Innenverteidiger                            ,2008-01-18,2008.0493150684931,07,u/N/s_30083_2007_1.jpg,165,https://www.transfermarkt.ch/anderson/verletzungen/spieler/30083
1071,23,1995-02-13,liga-nos,Nuno Santos,Linkes Mittelfeld                            ,2018-07-16,2018.5369863013698,18,Rio Ave FC,247,https://www.transfermarkt.ch/nuno-santos/verletzungen/spieler/290391
1072,20,1995-02-13,liga-nos,Nuno Santos,Linkes Mittelfeld                            ,2015-12-21,2015.9616438356165,15,Benfica Lissabon B,192,https://www.transfermarkt.ch/nuno-santos/verletzungen/spieler/290391
1073,26,1993-03-16,jupiler-pro-league,Andy Nájar,Rechter Verteidiger                            ,2019-06-07,2019.4301369863015,18,RSC Anderlecht,0,https://www.transfermarkt.ch/andy-najar/verletzungen/spieler/145838
1074,23,1993-03-16,jupiler-pro-league,Andy Nájar,Rechter Verteidiger                            ,2016-04-18,2016.295890410959,16,RSC Anderlecht,182,https://www.transfermarkt.ch/andy-najar/verletzungen/spieler/145838
1075,22,1993-04-01,1-bundesliga,Nico Schulz,Linker Verteidiger                            ,2015-10-12,2015.772602739726,15,Borussia Mönchengladbach,262,https://www.transfermarkt.ch/nico-schulz/verletzungen/spieler/85867
1076,29,1987-05-27,chinese-super-league, Gervinho,Linksaußen                            ,2016-10-26,2016.8109589041096,16,Hebei China Fortune,218,https://www.transfermarkt.ch/gervinho/verletzungen/spieler/33481
1077,28,1982-01-05,scottish-premiership,Darren Mackie,Mittelstürmer                            ,2010-11-10,2010.849315068493,10,Aberdeen FC,233,https://www.transfermarkt.ch/darren-mackie/verletzungen/spieler/12781
1078,25,1984-11-12,eredivisie,Sepp De Roover,Rechter Verteidiger                            ,2009-11-29,2009.9013698630138,09,FC Groningen,184,https://www.transfermarkt.ch/sepp-de-roover/verletzungen/spieler/30741
1079,33,1984-07-15,serie-d-girone-b,Angelo Siniscalchi,Innenverteidiger                            ,2017-10-30,2017.8219178082193,17,AC Rezzato,243,https://www.transfermarkt.ch/angelo-siniscalchi/verletzungen/spieler/57454
1080,24,1983-08-23,premier-league,James Collins,Innenverteidiger                            ,2008-01-24,2008.0657534246575,07,West Ham United,158,https://www.transfermarkt.ch/james-collins/verletzungen/spieler/12691
1081,24,1988-11-04,3-liga,Kevin Maek,Innenverteidiger                            ,2013-09-18,2013.7068493150684,13,1.FC Saarbrücken,208,https://www.transfermarkt.ch/kevin-maek/verletzungen/spieler/40587
1082,31,1984-01-19,laliga,Nicolás Pareja,Innenverteidiger                            ,2015-04-27,2015.3205479452056,14,FC Sevilla,343,https://www.transfermarkt.ch/nicolas-pareja/verletzungen/spieler/41281
1083,22,1988-10-15,laliga,Felipe Mattioni,Rechter Verteidiger                            ,2011-09-01,2011.6602739726027,11,Espanyol Barcelona,274,https://www.transfermarkt.ch/felipe-mattioni/verletzungen/spieler/52432
1084,21,1988-10-15,laliga,Felipe Mattioni,Rechter Verteidiger                            ,2010-08-18,2010.6246575342466,10,Espanyol Barcelona,184,https://www.transfermarkt.ch/felipe-mattioni/verletzungen/spieler/52432
1085,26,1981-08-21,laliga2,Paco Esteban,Mittelstürmer                            ,2007-11-18,2007.8712328767124,07,Granada 74 CF,178,https://www.transfermarkt.ch/paco-esteban/verletzungen/spieler/51468
1086,23,1987-03-17,2-bundesliga,Patrick Ebert,Offensives Mittelfeld                            ,2010-07-20,2010.5479452054794,10,Hertha BSC,168,https://www.transfermarkt.ch/patrick-ebert/verletzungen/spieler/32622
1087,21,1996-01-15,2-bundesliga,Tim Dierßen,Offensives Mittelfeld                            ,2017-06-27,2017.4849315068493,16,Hannover 96 II,219,https://www.transfermarkt.ch/tim-dierssen/verletzungen/spieler/170516
1088,21,1996-02-20,2-bundesliga,Dennis Lippert,Linker Verteidiger                            ,2017-03-27,2017.2383561643835,16,1.FC Nürnberg II,0,https://www.transfermarkt.ch/dennis-lippert/verletzungen/spieler/236791
1089,27,1979-05-05,eredivisie,Cedric van der Gun,Mittelstürmer                            ,2007-04-03,2007.2547945205479,06,FC Utrecht,248,https://www.transfermarkt.ch/cedric-van-der-gun/verletzungen/spieler/4676
1090,21,1992-01-30,3-liga,Christian Pauli,Linksaußen                            ,2013-03-05,2013.1780821917807,12,SV Wilhelmshaven,248,https://www.transfermarkt.ch/christian-pauli/verletzungen/spieler/94537
1091,23,1995-03-24,bundesliga,Andreas Kuen,Rechtes Mittelfeld                            ,2018-05-14,2018.3671232876711,17,SK Rapid Wien,231,https://www.transfermarkt.ch/andreas-kuen/verletzungen/spieler/186798
1092,20,1995-03-24,bundesliga,Andreas Kuen,Rechtes Mittelfeld                            ,2015-05-15,2015.3698630136987,14,SK Rapid Wien,180,https://www.transfermarkt.ch/andreas-kuen/verletzungen/spieler/186798
1093,19,1995-03-24,bundesliga,Andreas Kuen,Rechtes Mittelfeld                            ,2015-03-02,2015.1698630136987,14,SK Rapid Wien,56 ,https://www.transfermarkt.ch/andreas-kuen/verletzungen/spieler/186798
1094,18,1993-08-03,1-liga-gruppe-2,Etienne Scholz,Defensives Mittelfeld                            ,2012-07-25,2012.5616438356165,12,Grasshopper Club Zürich U21,160,https://www.transfermarkt.ch/etienne-scholz/verletzungen/spieler/172995
1095,24,1992-02-08,laliga2,Adrià Carmona,Linksaußen                            ,2016-10-31,2016.8246575342466,16,CD Lugo,212,https://www.transfermarkt.ch/adria-carmona/verletzungen/spieler/73858
1096,30,1988-11-26,serie-a,Leonardo Pavoletti,Mittelstürmer                            ,2019-08-26,2019.6465753424657,19,Cagliari Calcio,0,https://www.transfermarkt.ch/leonardo-pavoletti/verletzungen/spieler/64793
1097,31,1982-06-06,2-bundesliga,Oliver Fink,Zentrales Mittelfeld                            ,2014-04-18,2014.295890410959,13,Fortuna Düsseldorf,191,https://www.transfermarkt.ch/oliver-fink/verletzungen/spieler/11268
1098,28,1988-03-14,efbet-liga, Bacari,Mittelstürmer                            ,2017-03-05,2017.1780821917807,16,Cherno More Varna,210,https://www.transfermarkt.ch/bacari/verletzungen/spieler/182257
1099,22,1994-05-13,bundesliga,Osarenren Okungbowa,Defensives Mittelfeld                            ,2017-04-28,2017.323287671233,16,SK Rapid Wien,356,https://www.transfermarkt.ch/osarenren-okungbowa/verletzungen/spieler/165407
1100,22,1995-01-28,ligue-1,Wylan Cyprien,Zentrales Mittelfeld                            ,2017-03-13,2017.2,16,OGC Nizza,265,https://www.transfermarkt.ch/wylan-cyprien/verletzungen/spieler/182889
1101,30,1978-04-20,1-bundesliga,Stefan Wächter,Torwart                            ,2008-04-27,2008.3205479452056,07,FC Hansa Rostock,170,https://www.transfermarkt.ch/stefan-wachter/verletzungen/spieler/1082
1102,28,1989-01-18,meisterrunde-zypern,Rubén Miño,Torwart                            ,2017-02-05,2017.0958904109589,16,AEK Larnaka,176,https://www.transfermarkt.ch/ruben-mino/verletzungen/spieler/65266
1103,26,1991-09-27,1-bundesliga,Marcel Halstenberg,Linker Verteidiger                            ,2018-01-22,2018.0602739726028,18,RasenBallsport Leipzig,215,https://www.transfermarkt.ch/marcel-halstenberg/verletzungen/spieler/70243
1104,20,1997-02-06,jupiler-pro-league,Bryan Heynen,Zentrales Mittelfeld                            ,2017-11-25,2017.890410958904,17,KRC Genk,210,https://www.transfermarkt.ch/bryan-heynen/verletzungen/spieler/356081
1105,23,1992-10-18,challenge-league,Imran Bunjaku,Defensives Mittelfeld                            ,2015-10-18,2015.7890410958903,15,FC Schaffhausen,256,https://www.transfermarkt.ch/imran-bunjaku/verletzungen/spieler/159705
1106,24,1984-10-01,torneo-final,Leandro Gioda,Innenverteidiger                            ,2008-10-19,2008.7917808219179,08,Club Atlético Independiente,162,https://www.transfermarkt.ch/leandro-gioda/verletzungen/spieler/55921
1107,27,1991-09-10,bundesliga,Mario Grgic,Zentrales Mittelfeld                            ,2018-10-20,2018.7945205479452,18,SV Mattersburg,131,https://www.transfermarkt.ch/mario-grgic/verletzungen/spieler/134955
1108,26,1991-09-10,bundesliga,Mario Grgic,Zentrales Mittelfeld                            ,2018-02-22,2018.1424657534246,17,SV Mattersburg,239,https://www.transfermarkt.ch/mario-grgic/verletzungen/spieler/134955
1109,24,1991-09-10,bundesliga,Mario Grgic,Zentrales Mittelfeld                            ,2015-10-29,2015.8191780821917,15,SV Mattersburg,184,https://www.transfermarkt.ch/mario-grgic/verletzungen/spieler/134955
1110,20,1992-08-21,premier-league,Haris Vuckic,Offensives Mittelfeld                            ,2012-10-08,2012.7616438356165,12,Newcastle United,224,https://www.transfermarkt.ch/haris-vuckic/verletzungen/spieler/76560
1111,23,1985-08-02,ligue-1,Jimmy Briand,Mittelstürmer                            ,2009-03-25,2009.2328767123288,08,FC Stade Rennes,250,https://www.transfermarkt.ch/jimmy-briand/verletzungen/spieler/18909
1112,28,1990-03-19,liga-mx-apertura,Jonathan Urretaviscaya,Rechtsaußen                            ,2018-09-17,2018.704109589041,18,CF Monterrey,286,https://www.transfermarkt.ch/jonathan-urretaviscaya/verletzungen/spieler/74621
1113,25,1989-06-26,3-liga,Elia Soriano,Mittelstürmer                            ,2014-12-13,2014.9397260273972,14,Stuttgarter Kickers,240,https://www.transfermarkt.ch/elia-soriano/verletzungen/spieler/50674
1114,23,1995-01-30,2-bundesliga,Marcel Hilßner,Rechtsaußen                            ,2018-02-23,2018.145205479452,17,FC Hansa Rostock,170,https://www.transfermarkt.ch/marcel-hilssner/verletzungen/spieler/153634
1115,21,1991-10-04,regionalliga-west,Baris Özcan,Sturm                            ,2013-04-27,2013.3205479452056,12,SC Bregenz,248,https://www.transfermarkt.ch/baris-ozcan/verletzungen/spieler/83618
1116,20,1991-10-04,*]]>*,Baris Özcan,Sturm                            ,2012-04-14,2012.2849315068493,11,Transfermarkt,261,https://www.transfermarkt.ch/baris-ozcan/verletzungen/spieler/83618
1117,16,2002-08-12,2-liga,Csaba Mester,Mittelstürmer                            ,2018-11-21,2018.8794520547945,18,Young Violets Austria Wien,274,https://www.transfermarkt.ch/csaba-mester/verletzungen/spieler/497340
1118,26,1987-01-11,super-league-1, Guille Pérez,Zentrales Mittelfeld                            ,2013-09-28,2013.7342465753425,13,PAE Veria,275,https://www.transfermarkt.ch/guille-perez/verletzungen/spieler/72218
1119,19,1996-12-07,promotion-league,Miguel Rodrigues,Innenverteidiger                            ,2016-03-13,2016.2,15,Servette FC,348,https://www.transfermarkt.ch/miguel-rodrigues/verletzungen/spieler/287549
1120,17,1996-12-07,challenge-league,Miguel Rodrigues,Innenverteidiger                            ,2014-08-12,2014.6082191780822,14,Servette FC,291,https://www.transfermarkt.ch/miguel-rodrigues/verletzungen/spieler/287549
1121,25,1990-06-22,1-bundesliga,Sebastian Jung,Rechter Verteidiger                            ,2016-02-18,2016.131506849315,15,VfL Wolfsburg,259,https://www.transfermarkt.ch/sebastian-jung/verletzungen/spieler/49730
1122,24,1993-06-05,laliga2,Sergio Herrera,Torwart                            ,2018-05-21,2018.386301369863,17,CA Osasuna,214,https://www.transfermarkt.ch/sergio-herrera/verletzungen/spieler/248738
1123,28,1990-10-24,1-liga-gruppe-3,Josip Uzelac,Rechtes Mittelfeld                            ,2018-11-01,2018.8246575342466,18,FC Tuggen,0,https://www.transfermarkt.ch/josip-uzelac/verletzungen/spieler/74807
1124,20,1995-12-10,1-bundesliga,Marc Stendera,Zentrales Mittelfeld                            ,2016-05-23,2016.3917808219178,16,Eintracht Frankfurt,266,https://www.transfermarkt.ch/marc-stendera/verletzungen/spieler/160943
1125,26,1992-07-23,bundesliga,Peter Tschernegg,Zentrales Mittelfeld                            ,2019-03-30,2019.2465753424658,18,TSV Hartberg,0,https://www.transfermarkt.ch/peter-tschernegg/verletzungen/spieler/85793
1126,21,1992-07-23,bundesliga,Peter Tschernegg,Zentrales Mittelfeld                            ,2014-06-17,2014.4575342465753,13,SV Grödig,197,https://www.transfermarkt.ch/peter-tschernegg/verletzungen/spieler/85793
1127,25,1986-06-20,serie-a,Daniele Capelli,Innenverteidiger                            ,2011-11-21,2011.8794520547945,11,Atalanta Bergamo,102,https://www.transfermarkt.ch/daniele-capelli/verletzungen/spieler/30332
1128,23,1993-07-20,segunda-division-b-grupo-i,Ander Gayoso,Linker Verteidiger                            ,2016-09-06,2016.6739726027397,16,CD Tudelano,242,https://www.transfermarkt.ch/ander-gayoso/verletzungen/spieler/333347
1129,22,1993-07-20,laliga,Ander Gayoso,Linker Verteidiger                            ,2015-08-04,2015.5863013698631,15,Transfermarkt,213,https://www.transfermarkt.ch/ander-gayoso/verletzungen/spieler/333347
1130,25,1993-05-26,challenge-league,Hélios Sessolo,Mittelstürmer                            ,2018-06-28,2018.4876712328767,17,FC Schaffhausen,200,https://www.transfermarkt.ch/helios-sessolo/verletzungen/spieler/159317
1131,24,1986-09-14,super-lig,Baris Özbek,Zentrales Mittelfeld                            ,2011-06-20,2011.4657534246576,11,Galatasaray Istanbul,218,https://www.transfermarkt.ch/baris-ozbek/verletzungen/spieler/32844
1132,25,1992-05-13,bundesliga,Simon Piesinger,Defensives Mittelfeld                            ,2017-12-11,2017.9342465753425,17,SC Rheindorf Altach,257,https://www.transfermarkt.ch/simon-piesinger/verletzungen/spieler/89541
1133,23,1992-05-13,bundesliga,Simon Piesinger,Defensives Mittelfeld                            ,2016-01-13,2016.035616438356,15,SK Sturm Graz,169,https://www.transfermarkt.ch/simon-piesinger/verletzungen/spieler/89541
1134,22,1990-09-25,laliga2,Eneko Satrústegui,Innenverteidiger                            ,2013-02-04,2013.0931506849315,12,Transfermarkt,178,https://www.transfermarkt.ch/eneko-satrustegui/verletzungen/spieler/158792
1135,23,1992-05-20,proximus-league,Nico Binst,Mittelstürmer                            ,2016-02-14,2016.1205479452055,15,Royal Antwerpen FC,229,https://www.transfermarkt.ch/nico-binst/verletzungen/spieler/221938
1136,21,1990-05-21,serie-a,Rene Krhin,Zentrales Mittelfeld                            ,2012-04-02,2012.2520547945205,11,Bologna FC 1909,179,https://www.transfermarkt.ch/rene-krhin/verletzungen/spieler/73092
1137,19,1995-09-03,1-bundesliga,Niklas Süle,Innenverteidiger                            ,2014-12-11,2014.9342465753425,14,TSG 1899 Hoffenheim,203,https://www.transfermarkt.ch/niklas-sule/verletzungen/spieler/166601
1138,24,1991-06-05,3-liga,Sören Bertram,Linksaußen                            ,2016-04-11,2016.2767123287672,15,Hallescher FC,241,https://www.transfermarkt.ch/soren-bertram/verletzungen/spieler/76143
1139,24,1991-12-06,absa-premiership,Andrea Fileccia,Mittelstürmer                            ,2016-01-23,2016.0630136986301,15,SBV Excelsior Rotterdam,167,https://www.transfermarkt.ch/andrea-fileccia/verletzungen/spieler/92162
1140,31,1985-08-16,challenge-league,Guy Ramos,Innenverteidiger                            ,2017-01-01,2017.0027397260274,16,Roda JC Kerkrade,545,https://www.transfermarkt.ch/guy-ramos/verletzungen/spieler/56384
1141,27,1990-09-09,serie-a,Vasco Regini,Innenverteidiger                            ,2018-07-22,2018.5534246575342,18,Sampdoria Genua,158,https://www.transfermarkt.ch/vasco-regini/verletzungen/spieler/72274
1142,23,1990-07-18,*]]>*,Andrea Caroppo,Torwart                            ,2014-01-20,2014.054794520548,13,Transfermarkt,181,https://www.transfermarkt.ch/andrea-caroppo/verletzungen/spieler/88587
1143,22,1988-03-06,scottish-premiership,Mihael Kovacevic,Rechter Verteidiger                            ,2010-07-28,2010.5698630136985,09,Dundee United FC,216,https://www.transfermarkt.ch/mihael-kovacevic/verletzungen/spieler/54651
1144,24,1984-01-07,laliga,Xavier Margairaz,Offensives Mittelfeld                            ,2008-02-26,2008.1534246575343,07,CA Osasuna,308,https://www.transfermarkt.ch/xavier-margairaz/verletzungen/spieler/9554
1145,25,1985-05-12,laliga,Jaime Gavilán,Linksaußen                            ,2011-03-06,2011.1808219178083,10,FC Getafe,179,https://www.transfermarkt.ch/jaime-gavilan/verletzungen/spieler/15461
1146,22,1993-04-17,challenge-league,Davide Giampà,Mittelstürmer                            ,2015-08-09,2015.6,15,FC Wohlen,279,https://www.transfermarkt.ch/davide-giampa/verletzungen/spieler/209803
1147,22,1996-06-18,jupiler-pro-league,Pierre-Daniel Nguinda,Rechter Verteidiger                            ,2018-08-29,2018.654794520548,18,Cercle Brügge,247,https://www.transfermarkt.ch/pierre-daniel-nguinda/verletzungen/spieler/342204
1148,20,1996-06-18,*]]>*,Pierre-Daniel Nguinda,Rechter Verteidiger                            ,2017-04-12,2017.2794520547945,16,Transfermarkt,180,https://www.transfermarkt.ch/pierre-daniel-nguinda/verletzungen/spieler/342204
1149,23,1993-01-27,serie-c-girone-b,Riccardo Cocuzza,Rechtsaußen                            ,2016-10-04,2016.7506849315068,16,Alma Juventus Fano 1906,182,https://www.transfermarkt.ch/riccardo-cocuzza/verletzungen/spieler/163220
1150,36,1980-08-11,ligue-1,Sébastien Squillaci,Innenverteidiger                            ,2016-10-31,2016.8246575342466,16,SC Bastia,196,https://www.transfermarkt.ch/sebastien-squillaci/verletzungen/spieler/5293
1151,25,1987-11-02,pko-ekstraklasa,Daniel Sikorski,Mittelstürmer                            ,2013-10-13,2013.7753424657535,12,FC St. Gallen 1879,199,https://www.transfermarkt.ch/daniel-sikorski/verletzungen/spieler/30615
1152,29,1987-09-27,premier-league,Ádám Bogdán,Torwart                            ,2016-11-21,2016.8794520547945,17,Wigan Athletic,587,https://www.transfermarkt.ch/adam-bogdan/verletzungen/spieler/55247
1153,22,1988-08-18,ligue-2,Kévin Diaz,Rechtes Mittelfeld                            ,2010-09-17,2010.704109589041,10,FC Metz,181,https://www.transfermarkt.ch/kevin-diaz/verletzungen/spieler/60530
1154,19,1998-10-20,regionalliga-ost,Nico Tscheppen,Rechter Verteidiger                            ,2018-01-19,2018.0520547945205,17,SV Horn,272,https://www.transfermarkt.ch/nico-tscheppen/verletzungen/spieler/307701
1155,22,1987-10-16,laliga,Marcos Valín,Torwart                            ,2010-03-28,2010.2410958904109,09,RC Deportivo B,187,https://www.transfermarkt.ch/marcos-valin/verletzungen/spieler/72090
1156,18,1994-06-23,scottish-premiership,Marcus Fraser,Rechter Verteidiger                            ,2013-03-28,2013.2410958904109,12,Transfermarkt,279,https://www.transfermarkt.ch/marcus-fraser/verletzungen/spieler/132203
1157,20,1992-12-01,premier-league,Marco van Ginkel,Zentrales Mittelfeld                            ,2013-09-24,2013.7232876712328,13,FC Chelsea,177,https://www.transfermarkt.ch/marco-van-ginkel/verletzungen/spieler/147034
1158,20,1995-04-27,laliga2,Aitor Seguín,Linksaußen                            ,2016-04-26,2016.317808219178,15,Athletic Bilbao B,275,https://www.transfermarkt.ch/aitor-seguin/verletzungen/spieler/199377
