,Alter bei Riss,Geburt,Liga,Name,Position,Rissdatum,Rissdatum dezimal,Saison,Verein,Verletzungszeit,Webseite
0,20,1992-01-18,bundesliga,Lukas Rath,Innenverteidiger                            ,2013-01-04,2013.0109589041097,12,SV Mattersburg,159,https://www.transfermarkt.ch/lukas-rath/verletzungen/spieler/67442
1,25,1991-05-27,serie-a,Mário Rui,Linker Verteidiger                            ,2016-07-30,2016.5753424657535,16,AS Rom,119,https://www.transfermarkt.ch/mario-rui/verletzungen/spieler/87884
2,28,1982-11-13,championship,Johannes Ertl,Defensives Mittelfeld                            ,2011-03-15,2011.2054794520548,10,Sheffield United,230,https://www.transfermarkt.ch/johannes-ertl/verletzungen/spieler/16578
3,26,1986-08-09,laliga,José Manuel Casado,Linker Verteidiger                            ,2013-05-12,2013.3616438356164,12,Vitorino Antunes,220,https://www.transfermarkt.ch/jose-manuel-casado/verletzungen/spieler/58774
4,22,1994-05-22,*]]>*,Einar Galilea,Zentrales Mittelfeld                            ,2017-01-14,2017.0383561643835,16,Transfermarkt,212,https://www.transfermarkt.ch/einar-galilea/verletzungen/spieler/251046
5,29,1985-06-17,liga-nos,Filipe Mendes,Torwart                            ,2014-11-07,2014.841095890411,14,Belenenses SAD,271,https://www.transfermarkt.ch/filipe-mendes/verletzungen/spieler/25229
6,22,1995-10-03,proximus-league,Michiel Jaeken,Linker Verteidiger                            ,2017-11-20,2017.876712328767,17,KVC Westerlo,223,https://www.transfermarkt.ch/michiel-jaeken/verletzungen/spieler/348082
7,19,1995-03-03,regionalliga-ost,Thomas Gösweiner,Mittelstürmer                            ,2014-07-03,2014.5013698630137,14,FC Admira Wacker Mödling II,184,https://www.transfermarkt.ch/thomas-gosweiner/verletzungen/spieler/195215
8,22,1990-06-07,keuken-kampioen-divisie,Tom van Weert,Mittelstürmer                            ,2013-04-26,2013.317808219178,12,FC Den Bosch,346,https://www.transfermarkt.ch/tom-van-weert/verletzungen/spieler/95673
9,31,1986-08-11,regionalliga-west,Kevin Dold,Defensives Mittelfeld                            ,2017-10-21,2017.7972602739726,17,VfB Hohenems,351,https://www.transfermarkt.ch/kevin-dold/verletzungen/spieler/40194
10,26,1986-08-11,regionalliga-west,Kevin Dold,Defensives Mittelfeld                            ,2013-06-30,2013.4931506849316,13,FC Dornbirn,184,https://www.transfermarkt.ch/kevin-dold/verletzungen/spieler/40194
11,18,1993-11-20,ligue-1,Sanjin Prcic,Zentrales Mittelfeld                            ,2012-09-02,2012.66301369863,12,FC Sochaux-Montbéliard,181,https://www.transfermarkt.ch/sanjin-prcic/verletzungen/spieler/125783
12,22,1992-03-16,super-league,Lotem Zino,Zentrales Mittelfeld                            ,2014-07-11,2014.5232876712328,14,FC Thun,252,https://www.transfermarkt.ch/lotem-zino/verletzungen/spieler/201169
13,27,1992-01-15,2-bundesliga,Marcin Kaminski,Innenverteidiger                            ,2019-07-27,2019.5671232876712,19,VfB Stuttgart,0,https://www.transfermarkt.ch/marcin-kaminski/verletzungen/spieler/129358
14,25,1984-01-05,laliga,Ikechukwu Uche,Mittelstürmer                            ,2009-09-12,2009.690410958904,09,Real Saragossa ,181,https://www.transfermarkt.ch/ikechukwu-uche/verletzungen/spieler/44027
15,28,1986-07-06,bundesliga,Andreas Schicker,Linker Verteidiger                            ,2014-08-07,2014.5945205479452,14,SV Horn,177,https://www.transfermarkt.ch/andreas-schicker/verletzungen/spieler/14089
16,21,1997-03-24,eredivisie,Yanick van Osch,Torwart                            ,2019-01-03,2019.0082191780823,18,PSV Eindhoven,0,https://www.transfermarkt.ch/yanick-van-osch/verletzungen/spieler/258362
17,27,1982-06-14,laliga, Tuni,Rechtsaußen                            ,2010-03-17,2010.2109589041097,09,RCD Mallorca,184,https://www.transfermarkt.ch/tuni/verletzungen/spieler/26062
18,29,1986-04-24,primera-nacional,Nicolás Schenone,Defensives Mittelfeld                            ,2015-08-25,2015.6438356164383,15,Club Atlético Talleres,224,https://www.transfermarkt.ch/nicolas-schenone/verletzungen/spieler/76780
19,24,1989-03-03,liga-pro,Patrizio Frau,Innenverteidiger                            ,2013-04-29,2013.3260273972603,12,Portimonense SC,305,https://www.transfermarkt.ch/patrizio-frau/verletzungen/spieler/126620
20,30,1985-04-19,1-bundesliga,Niki Zimling,Defensives Mittelfeld                            ,2016-02-20,2016.13698630137,15,FSV Frankfurt,220,https://www.transfermarkt.ch/niki-zimling/verletzungen/spieler/15045
21,28,1984-03-27,serie-b,Angelo Nolé,Hängende Spitze                            ,2012-12-27,2012.978082191781,12,Ternana Calcio,186,https://www.transfermarkt.ch/angelo-nole/verletzungen/spieler/61717
22,21,1996-10-15,serie-b,Giulio Bizzotto,Hängende Spitze                            ,2018-04-28,2018.323287671233,17,AS Viterbese Castrense,248,https://www.transfermarkt.ch/giulio-bizzotto/verletzungen/spieler/315500
23,29,1986-01-28,super-lig,Jerónimo Barrales,Mittelstürmer                            ,2015-10-19,2015.7917808219179,15,Sivasspor,214,https://www.transfermarkt.ch/jeronimo-barrales/verletzungen/spieler/55143
24,23,1988-06-16,ligue-1,Édouard Butin,Mittelstürmer                            ,2012-03-26,2012.2356164383561,11,FC Sochaux-Montbéliard,184,https://www.transfermarkt.ch/edouard-butin/verletzungen/spieler/74684
25,31,1987-05-07,liga-mx-apertura,Jérémy Ménez,Hängende Spitze                            ,2018-07-07,2018.5123287671233,18,CF América,222,https://www.transfermarkt.ch/jeremy-menez/verletzungen/spieler/16993
26,23,1990-04-23,liga-nos,Rui Fonte,Mittelstürmer                            ,2013-09-16,2013.7013698630137,13,Benfica Lissabon B,185,https://www.transfermarkt.ch/rui-fonte/verletzungen/spieler/9335
27,22,1990-04-23,laliga,Rui Fonte,Mittelstürmer                            ,2013-02-04,2013.0931506849315,12,Benfica Lissabon B,192,https://www.transfermarkt.ch/rui-fonte/verletzungen/spieler/9335
28,30,1980-11-25,landesliga-steiermark,Bernd Bernsteiner,Mittelstürmer                            ,2011-08-01,2011.5780821917808,11,SC Kalsdorf,212,https://www.transfermarkt.ch/bernd-bernsteiner/verletzungen/spieler/18402
29,27,1990-03-27,1-bundesliga,Amir Abrashi,Defensives Mittelfeld                            ,2018-03-12,2018.1972602739727,18,SC Freiburg,239,https://www.transfermarkt.ch/amir-abrashi/verletzungen/spieler/66005
30,21,1990-03-27,super-league,Amir Abrashi,Defensives Mittelfeld                            ,2011-08-29,2011.654794520548,11,Grasshopper Club Zürich,157,https://www.transfermarkt.ch/amir-abrashi/verletzungen/spieler/66005
31,21,1997-05-09,liga-nos,Ricardo Almeida,Mittelstürmer                            ,2018-08-20,2018.6301369863013,18,Moreirense FC,148,https://www.transfermarkt.ch/ricardo-almeida/verletzungen/spieler/374778
32,23,1995-05-06,serie-a,Marko Pjaca,Linksaußen                            ,2019-03-08,2019.186301369863,18,AC Florenz,207,https://www.transfermarkt.ch/marko-pjaca/verletzungen/spieler/205940
33,31,1987-03-18,laliga,Gorka Elustondo,Zentrales Mittelfeld                            ,2018-12-01,2018.9068493150685,18,Rayo Vallecano,182,https://www.transfermarkt.ch/gorka-elustondo/verletzungen/spieler/47647
34,21,1986-02-15,premier-league,Valeri Bojinov,Mittelstürmer                            ,2007-08-07,2007.5945205479452,07,Manchester City,207,https://www.transfermarkt.ch/valeri-bojinov/verletzungen/spieler/4176
35,27,1990-04-06,liga-nos,Merlin Tandjigora,Zentrales Mittelfeld                            ,2017-10-08,2017.7616438356165,17,Belenenses SAD,297,https://www.transfermarkt.ch/merlin-tandjigora/verletzungen/spieler/154652
36,21,1996-01-01,2-bundesliga,Marius Funk,Torwart                            ,2017-01-06,2017.0164383561644,16,SpVgg Greuther Fürth,206,https://www.transfermarkt.ch/marius-funk/verletzungen/spieler/170517
37,31,1985-05-27,laliga,Roberto Soldado,Mittelstürmer                            ,2016-08-09,2016.6,16,FC Villarreal,193,https://www.transfermarkt.ch/roberto-soldado/verletzungen/spieler/34870
38,22,1993-02-11,eredivisie,Mustafa Saymak,Offensives Mittelfeld                            ,2015-07-30,2015.5753424657535,15,PEC Zwolle,309,https://www.transfermarkt.ch/mustafa-saymak/verletzungen/spieler/166959
39,25,1992-09-15,keuken-kampioen-divisie,Fries Deschilder,Zentrales Mittelfeld                            ,2017-10-22,2017.8,17,Transfermarkt,273,https://www.transfermarkt.ch/fries-deschilder/verletzungen/spieler/127646
40,23,1993-05-30,regionalliga-sudwest,Michael Schultz,Innenverteidiger                            ,2017-05-12,2017.3616438356164,16,SV Waldhof Mannheim,324,https://www.transfermarkt.ch/michael-schultz/verletzungen/spieler/126424
41,35,1977-08-09,major-league-soccer,Mikaël Silvestre,Innenverteidiger                            ,2013-05-03,2013.33698630137,12,Portland Timbers,242,https://www.transfermarkt.ch/mikael-silvestre/verletzungen/spieler/3393
42,32,1984-08-19,laliga,Javier Flaño,Rechter Verteidiger                            ,2016-08-28,2016.6520547945206,16,CA Osasuna,243,https://www.transfermarkt.ch/javier-flano/verletzungen/spieler/25461
43,22,1993-07-01,2-liga,Mirza Jatic,Zentrales Mittelfeld                            ,2015-09-26,2015.7287671232878,15,SC Wiener Neustadt,187,https://www.transfermarkt.ch/mirza-jatic/verletzungen/spieler/379891
44,23,1987-11-21,primera-division-apertura,Pablo Caballero,Rechtes Mittelfeld                            ,2011-09-18,2011.7068493150684,11,Defensor Sporting Club,243,https://www.transfermarkt.ch/pablo-caballero/verletzungen/spieler/88827
45,22,1992-04-13,championship,Scott Hogan,Mittelstürmer                            ,2014-08-30,2014.6575342465753,14,FC Brentford,566,https://www.transfermarkt.ch/scott-hogan/verletzungen/spieler/138783
46,24,1994-11-09,regionalliga-nord,Gazi Siala,Offensives Mittelfeld                            ,2019-07-03,2019.5013698630137,19,VfB Oldenburg,0,https://www.transfermarkt.ch/gazi-siala/verletzungen/spieler/158058
47,32,1979-09-24,premier-league, Fábio Aurélio,Linker Verteidiger                            ,2012-06-30,2012.4931506849316,11,Grêmio Porto Alegre,183,https://www.transfermarkt.ch/fabio-aurelio/verletzungen/spieler/7570
48,35,1977-10-10,2-liga,Sanel Kuljic,Mittelstürmer                            ,2012-10-27,2012.813698630137,12,SV Kapfenberg,246,https://www.transfermarkt.ch/sanel-kuljic/verletzungen/spieler/3026
49,18,1991-11-25,scottish-premiership,Paul Slane,Rechtsaußen                            ,2010-07-10,2010.5205479452054,10,Celtic Glasgow,206,https://www.transfermarkt.ch/paul-slane/verletzungen/spieler/74982
50,29,1980-12-16,3-liga,Dexter Langen,Rechtes Mittelfeld                            ,2010-07-24,2010.558904109589,10,FC Hansa Rostock,323,https://www.transfermarkt.ch/dexter-langen/verletzungen/spieler/2222
51,17,1997-04-14,a-junioren-eredivisie,Nathan Leyder,Innenverteidiger                            ,2014-12-01,2014.9068493150685,15,Ajax Amsterdam U19,415,https://www.transfermarkt.ch/nathan-leyder/verletzungen/spieler/249546
52,25,1991-03-11,serie-a,Alessandro Florenzi,Rechter Verteidiger                            ,2017-02-16,2017.1260273972603,17,AS Rom,186,https://www.transfermarkt.ch/alessandro-florenzi/verletzungen/spieler/130365
53,25,1991-03-11,serie-a,Alessandro Florenzi,Rechter Verteidiger                            ,2016-10-27,2016.813698630137,16,AS Rom,109,https://www.transfermarkt.ch/alessandro-florenzi/verletzungen/spieler/130365
54,21,1992-04-12,serie-c-girone-a,Simone Dell'Agnello,Mittelstürmer                            ,2014-02-25,2014.150684931507,13,Transfermarkt,157,https://www.transfermarkt.ch/simone-dellagnello/verletzungen/spieler/110929
55,25,1988-09-11,eredivisie,Michael Zullo,Linker Verteidiger                            ,2014-07-24,2014.558904109589,14,FC Utrecht,251,https://www.transfermarkt.ch/michael-zullo/verletzungen/spieler/55444
56,24,1993-05-20,liga-nos,Iván Bulos,Mittelstürmer                            ,2017-10-04,2017.7506849315068,17,Boavista Porto FC,155,https://www.transfermarkt.ch/ivan-bulos/verletzungen/spieler/194841
57,22,1991-01-13,challenge-league,Stefano Milani,Innenverteidiger                            ,2013-09-01,2013.6602739726027,13,FC Wohlen,212,https://www.transfermarkt.ch/stefano-milani/verletzungen/spieler/71042
58,21,1995-01-30,liga-pro,Tomás Podstawski,Defensives Mittelfeld                            ,2016-09-26,2016.7287671232878,16,FC Porto B,224,https://www.transfermarkt.ch/tomas-podstawski/verletzungen/spieler/182718
59,30,1975-06-17,laliga,Juan Carlos Valerón,Offensives Mittelfeld                            ,2006-02-01,2006.0849315068492,06,Deportivo La Coruna ,164,https://www.transfermarkt.ch/juan-carlos-valeron/verletzungen/spieler/7501
60,19,1995-01-30,regionalliga-bayern,Giuseppe Leo,Innenverteidiger                            ,2014-08-27,2014.6493150684933,14,FC Bayern München II,185,https://www.transfermarkt.ch/giuseppe-leo/verletzungen/spieler/217259
61,21,1995-08-04,keuken-kampioen-divisie,Xavier Mous,Torwart                            ,2016-08-31,2016.6602739726027,16,FC Oss,250,https://www.transfermarkt.ch/xavier-mous/verletzungen/spieler/288426
62,28,1984-08-09,*]]>*,Hardy Feigt,Rechter Verteidiger                            ,2013-06-30,2013.4931506849316,13,FC Hard,184,https://www.transfermarkt.ch/hardy-feigt/verletzungen/spieler/64693
63,23,1983-03-09,eredivisie, Leonardo,Hängende Spitze                            ,2007-03-04,2007.1753424657534,07,Ajax Amsterdam,303,https://www.transfermarkt.ch/leonardo/verletzungen/spieler/4386
64,29,1987-09-02,ligue-2,Mohamed Larbi,Offensives Mittelfeld                            ,2017-08-25,2017.6438356164383,17,Samsunspor,174,https://www.transfermarkt.ch/mohamed-larbi/verletzungen/spieler/138949
65,33,1983-05-23,jupiler-pro-league,Silvio Proto,Torwart                            ,2016-11-14,2016.8602739726027,16,KV Oostende,104,https://www.transfermarkt.ch/silvio-proto/verletzungen/spieler/12518
66,22,1986-04-21,1-bundesliga,Kevin Artmann,Offensives Mittelfeld                            ,2009-03-26,2009.2356164383561,08,SV Werder Bremen,286,https://www.transfermarkt.ch/kevin-artmann/verletzungen/spieler/22527
67,22,1990-08-08,serie-a,Abel Hernández,Mittelstürmer                            ,2012-10-11,2012.7698630136986,12,US Palermo,182,https://www.transfermarkt.ch/abel-hernandez/verletzungen/spieler/76608
68,22,1996-03-16,regionalliga-sudwest,Devante Parker,Rechtsaußen                            ,2018-10-28,2018.8164383561643,18,1.FSV Mainz 05 II,0,https://www.transfermarkt.ch/devante-parker/verletzungen/spieler/196836
69,21,1996-03-16,bundesliga,Devante Parker,Rechtsaußen                            ,2017-09-15,2017.6986301369864,17,1.FSV Mainz 05,288,https://www.transfermarkt.ch/devante-parker/verletzungen/spieler/196836
70,30,1983-05-07,serie-c-girone-a,Daniele Buzzegoli,Zentrales Mittelfeld                            ,2014-03-25,2014.2328767123288,14,Novara Calcio,212,https://www.transfermarkt.ch/daniele-buzzegoli/verletzungen/spieler/35717
71,23,1989-02-14,eliteserien,Even Hovland,Innenverteidiger                            ,2012-08-08,2012.5972602739726,11,Molde FK,145,https://www.transfermarkt.ch/even-hovland/verletzungen/spieler/41875
72,23,1994-03-10,jupiler-pro-league,Lucas Rougeaux,Innenverteidiger                            ,2018-02-07,2018.1013698630136,17,KV Kortrijk,418,https://www.transfermarkt.ch/lucas-rougeaux/verletzungen/spieler/226288
73,19,1994-10-24,super-lig, Bruma,Linksaußen                            ,2014-01-16,2014.0438356164384,13,Galatasaray Istanbul,165,https://www.transfermarkt.ch/bruma/verletzungen/spieler/139396
74,25,1983-03-28,ligue-1,Jimmy Mainfroi,Rechter Verteidiger                            ,2008-10-21,2008.7972602739726,08,Grenoble Foot 38,182,https://www.transfermarkt.ch/jimmy-mainfroi/verletzungen/spieler/15002
75,28,1988-08-28,laliga,Yoel Rodríguez,Torwart                            ,2017-06-20,2017.4657534246576,16,SD Eibar,214,https://www.transfermarkt.ch/yoel-rodriguez/verletzungen/spieler/58115
76,32,1978-11-23,laliga, Tote,Offensives Mittelfeld                            ,2011-03-06,2011.1808219178083,10,Hércules Alicante,209,https://www.transfermarkt.ch/tote/verletzungen/spieler/7535
77,20,1995-03-06,liga-nos, Breno,Linker Verteidiger                            ,2015-09-19,2015.7095890410958,15,Vitória Guimarães SC,183,https://www.transfermarkt.ch/breno/verletzungen/spieler/322781
78,27,1983-06-26,2-bundesliga,Pavel Fort,Mittelstürmer                            ,2010-07-12,2010.5260273972603,10,Arminia Bielefeld,262,https://www.transfermarkt.ch/pavel-fort/verletzungen/spieler/21023
79,19,1986-05-15,2-bundesliga,Jasmin Fejzic,Torwart                            ,2005-11-07,2005.841095890411,05,SpVgg Greuther Fürth,178,https://www.transfermarkt.ch/jasmin-fejzic/verletzungen/spieler/19471
80,19,1997-05-09,2-liga,Christian Berger,Mittelstürmer                            ,2016-07-06,2016.509589041096,16,SV Kapfenberg,178,https://www.transfermarkt.ch/christian-berger/verletzungen/spieler/268511
81,23,1988-12-09,2-liga,Stefan Rieß,Zentrales Mittelfeld                            ,2012-05-20,2012.3835616438357,11,FC Lustenau,226,https://www.transfermarkt.ch/stefan-riess/verletzungen/spieler/39778
82,29,1979-11-10,ligue-1,Anthony Réveillère,Rechter Verteidiger                            ,2008-11-22,2008.8821917808218,08,Olympique Lyon,140,https://www.transfermarkt.ch/anthony-reveillere/verletzungen/spieler/5668
83,26,1988-06-12,super-lig,Eren Derdiyok,Mittelstürmer                            ,2014-07-24,2014.558904109589,14,Kasimpasa,270,https://www.transfermarkt.ch/eren-derdiyok/verletzungen/spieler/47543
84,17,2000-01-07,spieltag,Patrice Kabuya,Rechtsaußen                            ,2017-09-10,2017.6849315068494,17,Eintracht Frankfurt U19,293,https://www.transfermarkt.ch/patrice-kabuya/verletzungen/spieler/336003
85,27,1988-07-22,derde-divisie-samstag,Mehmet Aldogan,Rechtsaußen                            ,2015-08-22,2015.6356164383562,15,SVV Scheveningen,253,https://www.transfermarkt.ch/mehmet-aldogan/verletzungen/spieler/119330
86,18,1997-12-09,campionato-primavera-girone-b,Federico Serra,Linksaußen                            ,2016-01-25,2016.0684931506848,15,Cagliari Calcio U19,187,https://www.transfermarkt.ch/federico-serra/verletzungen/spieler/162551
87,29,1985-05-21,2-bundesliga,Sascha Traut,Rechter Verteidiger                            ,2014-08-30,2014.6575342465753,14,Karlsruher SC,183,https://www.transfermarkt.ch/sascha-traut/verletzungen/spieler/28536
88,27,1992-02-13,regionalliga-west,Jeron Al-Hazaimeh,Innenverteidiger                            ,2019-09-02,2019.66301369863,19,Sportfreunde Lotte,0,https://www.transfermarkt.ch/jeron-al-hazaimeh/verletzungen/spieler/123395
89,23,1989-02-25,ligue-1,Karim Aït-Fana,Linksaußen                            ,2012-10-14,2012.7780821917809,12,HSC Montpellier,182,https://www.transfermarkt.ch/karim-ait-fana/verletzungen/spieler/57337
90,19,1994-09-06,3-liga,Erich Berko,Rechtsaußen                            ,2014-07-05,2014.5068493150684,14,VfB Stuttgart II,258,https://www.transfermarkt.ch/erich-berko/verletzungen/spieler/124402
91,18,1994-09-06,3-liga,Erich Berko,Rechtsaußen                            ,2012-09-07,2012.676712328767,12,VfB Stuttgart II,182,https://www.transfermarkt.ch/erich-berko/verletzungen/spieler/124402
92,28,1981-03-14,jupiler-pro-league,Jan Polak,Defensives Mittelfeld                            ,2009-08-30,2009.6575342465753,09,RSC Anderlecht,182,https://www.transfermarkt.ch/jan-polak/verletzungen/spieler/3530
93,25,1992-01-17,oberliga-niederrhein,Pascal Schmidt,Offensives Mittelfeld                            ,2017-03-14,2017.2027397260274,16,KFC Uerdingen 05,108,https://www.transfermarkt.ch/pascal-schmidt/verletzungen/spieler/122028
94,25,1983-12-19,bundesliga,Mario Kienzl,Zentrales Mittelfeld                            ,2009-08-16,2009.6191780821919,09,SK Sturm Graz,197,https://www.transfermarkt.ch/mario-kienzl/verletzungen/spieler/15309
95,17,1995-09-20,laliga2,Alejandro Grimaldo,Linker Verteidiger                            ,2013-02-23,2013.145205479452,12,FC Barcelona B,324,https://www.transfermarkt.ch/alejandro-grimaldo/verletzungen/spieler/193082
96,34,1983-06-24,serie-b,Gianni Munari,Zentrales Mittelfeld                            ,2018-04-29,2018.3260273972603,17,Parma Calcio 1913,209,https://www.transfermarkt.ch/gianni-munari/verletzungen/spieler/22598
97,23,1993-02-27,laliga2,Carles Mas,Innenverteidiger                            ,2016-05-04,2016.3397260273973,15,FC Girona,189,https://www.transfermarkt.ch/carles-mas/verletzungen/spieler/243732
98,23,1994-08-23,segunda-division-b-grupo-iv,Manu Miquel,Zentrales Mittelfeld                            ,2018-01-21,2018.0575342465754,17,FC Jumilla,212,https://www.transfermarkt.ch/manu-miquel/verletzungen/spieler/271093
99,18,1994-07-20,regionalliga-west,Koray Kacinoglu,Rechter Verteidiger                            ,2012-10-04,2012.7506849315068,12,1.FC Köln II,161,https://www.transfermarkt.ch/koray-kacinoglu/verletzungen/spieler/103421
100,31,1986-05-10,egyptian-premier-league,Mostafa Shebeita,Defensives Mittelfeld                            ,2018-02-15,2018.123287671233,17,Masr El Makasa,181,https://www.transfermarkt.ch/mostafa-shebeita/verletzungen/spieler/106605
101,27,1987-09-11,liga-pro,André Matias,Mittelstürmer                            ,2015-04-18,2015.295890410959,14,Louletano DC,246,https://www.transfermarkt.ch/andre-matias/verletzungen/spieler/159307
102,25,1992-09-19,scottish-championship,Deniz Mehmet,Torwart                            ,2018-05-04,2018.3397260273973,18,Transfermarkt,273,https://www.transfermarkt.ch/deniz-mehmet/verletzungen/spieler/110689
103,34,1983-08-21,serie-c-girone-a,Matteo Abbate,Innenverteidiger                            ,2017-09-04,2017.668493150685,17,Pro Piacenza 1919,103,https://www.transfermarkt.ch/matteo-abbate/verletzungen/spieler/21774
104,23,1984-04-10,laliga,Gonzalo Rodríguez,Innenverteidiger                            ,2007-07-01,2007.495890410959,07,FC Villarreal,201,https://www.transfermarkt.ch/gonzalo-rodriguez/verletzungen/spieler/19998
105,20,1998-02-24,serie-c-girone-b,Antonio D'Alena,Defensives Mittelfeld                            ,2018-10-06,2018.7561643835616,18,Transfermarkt,273,https://www.transfermarkt.ch/antonio-dalena/verletzungen/spieler/391408
106,18,1994-08-29,*]]>*,Alexander Dartsch,Linksaußen                            ,2013-03-02,2013.1698630136987,12,FC Erzgebirge Aue U19,305,https://www.transfermarkt.ch/alexander-dartsch/verletzungen/spieler/159753
107,27,1981-08-24,2-bundesliga,Goran Šukalo,Defensives Mittelfeld                            ,2009-07-31,2009.5780821917808,09,FC Augsburg,227,https://www.transfermarkt.ch/goran-scaron-ukalo/verletzungen/spieler/1459
108,26,1990-08-18,challenge-league,Janko Pacar,Mittelstürmer                            ,2017-04-29,2017.3260273972603,16,FC Wohlen,298,https://www.transfermarkt.ch/janko-pacar/verletzungen/spieler/65430
109,24,1993-04-21,eredivisie,Mitchel Paulissen,Offensives Mittelfeld                            ,2017-10-01,2017.7424657534248,17,Roda JC Kerkrade,272,https://www.transfermarkt.ch/mitchel-paulissen/verletzungen/spieler/213671
110,34,1977-10-12,bundesliga,Markus Schmidt,Defensives Mittelfeld                            ,2012-03-05,2012.1780821917807,11,SV Mattersburg II,179,https://www.transfermarkt.ch/markus-schmidt/verletzungen/spieler/6192
111,23,1987-08-21,scottish-premiership,Lee Wallace,Linker Verteidiger                            ,2010-09-07,2010.676712328767,10,Heart of Midlothian FC,116,https://www.transfermarkt.ch/lee-wallace/verletzungen/spieler/36657
112,20,1993-12-22,2-bundesliga,Oliver Oschkenat,Innenverteidiger                            ,2014-04-28,2014.323287671233,13,1.FC Union Berlin II,247,https://www.transfermarkt.ch/oliver-oschkenat/verletzungen/spieler/124352
113,20,1996-06-15,bundesliga,Benjamin Rosenberger,Linkes Mittelfeld                            ,2016-08-18,2016.6246575342466,16,Wolfsberger AC,225,https://www.transfermarkt.ch/benjamin-rosenberger/verletzungen/spieler/197084
114,18,1996-06-15,bundesliga,Benjamin Rosenberger,Linkes Mittelfeld                            ,2015-05-14,2015.3671232876711,14,SK Sturm Graz,231,https://www.transfermarkt.ch/benjamin-rosenberger/verletzungen/spieler/197084
115,20,1990-01-15,1-bundesliga,Miroslav Stepanek,Innenverteidiger                            ,2010-05-26,2010.4,09,Hamburger SV,237,https://www.transfermarkt.ch/miroslav-stepanek/verletzungen/spieler/45144
116,19,1990-01-15,1-bundesliga,Miroslav Stepanek,Innenverteidiger                            ,2009-04-26,2009.317808219178,08,SV Kapfenberg,302,https://www.transfermarkt.ch/miroslav-stepanek/verletzungen/spieler/45144
117,28,1988-06-13,1-bundesliga,Justin Eilers,Rechtsaußen                            ,2017-05-18,2017.3780821917808,17,SV Werder Bremen,259,https://www.transfermarkt.ch/justin-eilers/verletzungen/spieler/50782
118,24,1990-06-04,1-liga-gruppe-2,César Ledesma,Linker Verteidiger                            ,2014-07-25,2014.5616438356165,14,FC Münsingen,310,https://www.transfermarkt.ch/cesar-ledesma/verletzungen/spieler/88425
119,22,1995-05-22,laliga2,Fran Rodríguez,Rechter Verteidiger                            ,2018-03-21,2018.2219178082191,17,UD Almería,204,https://www.transfermarkt.ch/fran-rodriguez/verletzungen/spieler/199374
120,24,1988-06-21,1-bundesliga,Isaac Vorsah,Innenverteidiger                            ,2013-05-07,2013.3479452054794,12,Red Bull Salzburg,376,https://www.transfermarkt.ch/isaac-vorsah/verletzungen/spieler/52151
121,19,1988-06-21,2-bundesliga,Isaac Vorsah,Innenverteidiger                            ,2007-12-16,2007.9479452054795,07,Isaac Vorsah,197,https://www.transfermarkt.ch/isaac-vorsah/verletzungen/spieler/52151
122,20,1997-10-17,eredivisie,Vaclav Cerny,Rechtsaußen                            ,2017-10-26,2017.8109589041096,17,Ajax Amsterdam,326,https://www.transfermarkt.ch/vaclav-cerny/verletzungen/spieler/242063
123,28,1982-12-03,premier-league,Michael Essien,Defensives Mittelfeld                            ,2011-07-11,2011.5232876712328,11,FC Chelsea,184,https://www.transfermarkt.ch/michael-essien/verletzungen/spieler/5588
124,25,1982-12-03,premier-league,Michael Essien,Defensives Mittelfeld                            ,2008-09-09,2008.682191780822,08,FC Chelsea,173,https://www.transfermarkt.ch/michael-essien/verletzungen/spieler/5588
125,30,1986-07-10,bundesliga,Christian Dobnik,Torwart                            ,2017-01-27,2017.0739726027398,16,Wolfsberger AC,260,https://www.transfermarkt.ch/christian-dobnik/verletzungen/spieler/42670
126,20,1988-02-21,regionalliga-sud-bis-11-12-,Mathias Moritz,Torwart                            ,2008-08-20,2008.6301369863013,08,Karlsruher SC II,75 ,https://www.transfermarkt.ch/mathias-moritz/verletzungen/spieler/54691
127,22,1990-12-10,3-liga,Timo Beermann,Innenverteidiger                            ,2013-07-09,2013.517808219178,13,1.FC Heidenheim 1846,346,https://www.transfermarkt.ch/timo-beermann/verletzungen/spieler/88430
128,27,1989-06-09,super-lig,Süleyman Koc,Rechtsaußen                            ,2016-06-27,2016.4849315068493,16,SC Paderborn 07,187,https://www.transfermarkt.ch/suleyman-koc/verletzungen/spieler/64791
129,17,1993-03-27,scottish-premiership,Fraser Fyvie,Zentrales Mittelfeld                            ,2010-08-24,2010.641095890411,10,Aberdeen FC,273,https://www.transfermarkt.ch/fraser-fyvie/verletzungen/spieler/107350
130,25,1988-05-09,jupiler-pro-league,Matías Suárez,Mittelstürmer                            ,2013-10-27,2013.813698630137,13,RSC Anderlecht,246,https://www.transfermarkt.ch/matias-suarez/verletzungen/spieler/66660
131,24,1991-05-29,jupiler-pro-league,Brecht Dejaegere,Zentrales Mittelfeld                            ,2016-03-14,2016.2027397260274,15,KAA Gent,184,https://www.transfermarkt.ch/brecht-dejaegere/verletzungen/spieler/159098
132,26,1985-02-17,laliga2,Ion Vélez,Mittelstürmer                            ,2011-10-03,2011.7479452054795,11,Athletic Bilbao,185,https://www.transfermarkt.ch/ion-velez/verletzungen/spieler/54789
